search_key,matched_name,Main Story (h),Main + Sides (h),Completionist (h),All Styles (h),Co-Op (h),Vs (h)
painkiller recurring evil,Painkiller: Recurring Evil,3.49,3.82,4.18,3.54,0.0,0
super raft boat classic,Super Raft Boat,0.39,1.1,6.48,2.02,0.0,0
cruel arena,Cruel Arena,1.76,0.0,6.0,2.07,0.0,0
kami,ŌKAMI,33.02,40.55,52.98,39.98,0.0,0
one day for ched,ONE DAY for Ched,0.0,0.0,0.0,0.0,0.0,0
the last faith,The Last Faith,16.38,19.76,24.41,20.59,0.0,0
project senko,Project Senko,0.19,0.0,0.0,0.19,0.0,0
escape from tatris,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
deathspank,DeathSpank,8.88,11.08,11.81,11.17,10.0,0
dont be afraid the first toy,Don't Be Afraid - The First Toy,0.56,0.85,0.74,0.64,0.0,0
warbands bushido,Warbands: Bushido,0.0,0.0,0.0,0.0,0.0,0
supreme ruler ultimate,Supreme Ruler: Ultimate,0.0,0.0,0.0,0.0,0.0,0
pile up,Pile Up!,0.0,6.7,0.0,6.7,0.0,0
bloody good time,Bloody Good Time,2.39,0.0,0.0,2.39,0.0,0
heliborne collection,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
emberward,Emberward,11.02,20.05,0.0,15.17,0.0,0
somniphobia,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
oh rpg,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
umurangi generation,Umurangi Generation,2.48,3.67,5.0,3.28,0.0,0
super house of dead ninjas,Super House of Dead Ninjas,2.67,7.5,25.79,6.09,0.0,0
deuterium wars,Deuterium Wars,0.0,0.0,0.0,0.0,0.0,0
temtem swarm,Temtem: Swarm,10.0,0.0,0.0,10.0,0.0,0
mystic midway rest n pieces,Mystic Midway: Rest in Pieces,0.0,0.0,0.0,0.0,0.0,0
lost awakening,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
sea dogs to each his own,Sea Dogs: To Each His Own,63.75,104.55,166.25,119.59,0.0,0
spaceplan,Spaceplan,6.07,6.51,8.64,6.81,0.0,0
regular human basketball,Regular Human Basketball,2.7,6.02,6.13,4.45,0.0,0
kingdoms,Kingdoms,0.0,0.0,0.0,0.0,0.0,0
gomorrah,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
bloody raid,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
gnumz masters of defense,Gnumz: Masters of Defense,5.0,0.0,9.0,7.0,0.0,0
dyo,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
super circuit breakers,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
diluvian winds,Diluvian Winds,5.53,8.68,0.0,6.98,0.0,0
patricks parabox,Patrick's Parabox,6.5,9.78,16.71,12.47,0.0,0
out of the park baseball 9,Out of the Park Baseball 9,0.0,0.0,0.0,0.0,0.0,0
progress game,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
humanity asset,Humanity Asset,0.0,0.0,21.88,21.88,0.0,0
poker world single player,Poker World,0.0,0.0,0.0,0.0,0.0,0
pesterquest,Pesterquest,7.83,11.05,14.5,10.69,0.0,0
tower,Pizza Tower,6.26,11.23,46.09,10.3,1.56,0
corn kidz,Corn Kidz 64,4.97,6.91,11.87,6.63,0.0,0
vampires fall origins,Vampire's Fall: Origins,15.0,20.93,0.0,19.84,0.0,0
wwbit,Wwbit,0.0,0.0,0.0,0.0,0.0,0
predynastic egypt,Predynastic Egypt,3.78,5.85,18.19,5.77,0.0,0
landlord girls,Landlord Girls,0.0,0.0,0.0,0.0,0.0,0
kingsway,Kingsway,5.18,12.22,44.37,11.07,0.0,0
skyshines bedlam,Skyshine's BEDLAM,3.0,10.5,0.0,9.0,0.0,0
oddworld munchs oddysee,Oddworld: Munch's Oddysee,11.64,14.45,17.52,14.18,0.0,0
resonance,Resonance,8.03,9.07,9.89,8.44,0.0,0
gaben the final decision,GabeN: The Final Decision,0.0,0.0,3.31,3.31,0.0,0
sucker for love first date,Sucker for Love: First Date,2.07,3.06,3.92,3.4,0.0,0
aurora hidden colors,Aurora,0.0,0.0,0.0,0.0,0.0,0
american theft 0s,American Theft 80s,11.91,12.11,19.77,13.34,0.0,0
daisy flies to the moon,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
bullet noir,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
all walls must fall a technoir tactics game,All Walls Must Fall,5.09,5.51,0.0,5.27,0.0,0
kickass,Kick,0.0,0.0,0.0,0.0,0.0,0
voiceattack,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
slipstream 000,Slipstream 5000,1.61,3.16,3.17,1.9,0.0,0
galaxy n turmoil,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
goblin rush,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
new star soccer,New Star Soccer,11.79,0.0,40.0,16.6,0.0,0
deep blue fantasy,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
eternal hope,Eternal Hope,2.57,2.61,3.01,2.69,0.0,0
be my horde,Be My Horde,5.65,0.0,0.0,5.65,0.0,0
monster boy and the cursed kingdom,Monster Boy and the Cursed Kingdom,18.22,20.62,23.85,21.14,0.0,0
talisman the horus heresy,Talisman: The Horus Heresy,2.17,0.0,0.0,2.17,0.0,0
star ocean the second story r,Star Ocean: The Second Story R,25.79,33.81,61.24,32.23,0.0,0
gogmagog,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
victoria complete,Victoria I Complete,26.24,33.88,422.0,70.22,0.0,0
faery legends of avalon,Faery: Legends of Avalon,5.77,7.98,9.57,8.81,0.0,0
zzzzzzzzzzzz,Zzzz-Zzzz-Zzzz,4.0,8.0,10.0,7.67,0.0,0
cyanide and happiness freakpocalypse episode,Cyanide & Happiness: Freakpocalypse,4.04,7.09,10.93,6.94,0.0,0
lawn mowing simulator,Lawn Mowing Simulator,16.41,30.07,66.25,38.48,0.0,0
thehunter primal,The Hunter: Primal,0.0,58.0,0.0,58.0,60.0,0
labours of hercules ii girl power,12 Labours of Hercules III: Girl Power,5.59,6.33,9.37,7.11,0.0,0
corridor alien nvasion,Corridor 7: Alien Invasion,5.83,0.0,13.42,7.36,0.0,0
skibidi backrooms,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
nine trials,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
skye,Skye,0.91,1.07,1.36,1.19,0.0,0
sword legacy omen,Sword Legacy: Omen,12.6,12.88,14.12,12.95,0.0,0
eclipse,Eclipse,0.0,5.1,7.0,6.05,0.0,0
monument,Monument,1.24,1.58,2.38,1.72,0.0,0
year walk,Year Walk,1.63,2.08,2.56,2.04,0.0,0
christmas massacre,Christmas Massacre,1.51,1.67,1.99,1.7,0.0,0
live labyrinth,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
terminal hacker,Terminal Hacker,0.0,0.2,1.02,0.96,0.0,0
nightmares from the deep the cursed heart,Nightmares from the Deep: The Cursed Heart,3.42,4.45,6.59,4.67,0.0,0
into the radius,Into the Radius VR,21.21,34.58,60.91,30.74,0.0,0
void and meddler,Void & Meddler,0.0,0.0,4.0,4.0,0.0,0
trauma,Trauma,2.17,0.0,0.0,2.17,0.0,0
star wars tie fighter special edition,Star Wars: TIE Fighter - Special Edition,28.24,56.79,59.97,52.19,0.0,0
laika aged through blood,Laika: Aged Through Blood,17.62,20.23,24.45,21.11,0.0,0
spell fighter r,Spell Fighter,0.0,0.0,0.0,0.0,0.0,0
highrise city,Highrise City,0.0,0.0,0.0,0.0,0.0,0
kynseed,Kynseed,9.6,83.39,0.0,72.89,0.0,0
ingnomia,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
formicide,Formicide,0.0,0.0,0.0,0.0,0.0,0
a monsters expedition,A Monster's Expedition,9.19,16.02,32.54,14.29,0.0,0
duke of alpha centauri,Duke of Alpha Centauri,2.38,2.4,2.8,2.71,0.0,0
final dusk,Final Dusk,12.16,0.0,14.0,12.82,0.0,0
caf stella and the reapers butterflies,Café Stella and the Reaper's Butterflies,17.98,31.16,47.76,34.35,0.0,0
fake colours,Fake Colours,5.7,8.99,13.22,7.38,0.0,0
alekhines gun,Alekhine's Gun,11.57,16.59,23.8,13.21,0.0,0.0
dps dle,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
commandos pro simulator,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
somerville,Somerville,3.73,4.13,4.55,4.07,0.0,0.0
cybercube,Cybercube,3.26,0.0,3.9,3.69,0.0,0.0
captain s sky pirates,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
the supper,The Supper,0.36,0.36,0.37,0.36,0.0,0.0
quest for glory,Quest for Glory Collection,0.0,0.0,0.0,0.0,0.0,0.0
vectorio early access,Vectorio,10.0,0.0,0.0,10.0,0.0,0.0
cursed to golf,Cursed to Golf,7.21,7.97,10.52,7.59,0.0,0.0
vagrus the riven realms,Vagrus - The Riven Realms,48.12,196.85,311.0,148.59,0.0,0.0
incline,Incline,0.0,0.0,0.0,0.0,0.0,0.0
four last things,Four Last Things,1.61,1.92,2.01,1.82,0.0,0.0
ghost trick phantom detective,Ghost Trick: Phantom Detective,12.05,12.58,13.11,12.3,0.0,0.0
cereal soup,Cereal Soup,0.0,0.0,0.0,0.0,0.0,0.0
no sun to worship,No Sun To Worship,1.82,2.19,5.5,2.09,0.0,0.0
unity of command i,Unity of Command: Stalingrad Campaign,15.55,32.08,114.5,32.8,0.0,0.0
romancing saga revenge of the seven,Romancing SaGa 2: Revenge of the Seven,37.41,55.99,102.97,55.45,0.0,0.0
calico,Calico,4.15,5.69,6.76,6.17,0.0,0.0
battlejuice alchemist,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
assassination box,Assassination Box,0.0,0.0,0.0,0.0,0.0,0.0
farlands,Farlands,0.0,0.0,0.0,0.0,0.0,0.0
call of the sea,Call of the Sea,5.62,6.23,7.37,6.21,0.0,0.0
doctor who the lonely assassins,Doctor Who: The Lonely Assassins,2.57,2.72,3.05,2.72,0.0,0.0
zenge,Zenge,1.65,1.73,1.75,1.72,0.0,0.0
run build pew,Run Build Pew!,0.0,0.0,0.0,0.0,0.0,0.0
of mice and sand revised,Of Mice and Sand,30.25,55.0,0.0,42.62,0.0,0.0
dungeons the dark lord,Dungeons: The Dark Lord,6.4,0.0,0.0,6.4,0.0,0.0
air conflicts secret wars,Air Conflicts: Secret Wars,7.96,8.58,12.15,9.12,0.0,0.0
trail out,Trail Out,11.26,15.7,15.76,14.16,0.0,5.28
aaaaaa a reckless disregard for gravity,AaAaAA!!! - A Reckless Disregard for Gravity,4.63,5.8,18.51,6.92,0.0,0.0
ideology n friction,Ideology in Friction,18.08,25.29,40.3,26.59,0.0,0.0
yeah you want those games right so here you go now lets see you clear them,"Yeah! You Want ""Those Games"", Right? So Here You Go! Now, Let's See You Clear Them!",6.38,7.41,10.84,8.51,0.0,0.0
dual universe,Dual Universe,0.0,0.0,0.0,0.0,0.0,0.0
imscared,ImScared,1.49,1.82,3.01,2.36,0.0,0.0
falldown 9 bottle of truth,Falldown 79: Bottle of truth,0.0,0.0,0.09,0.09,0.0,0.0
battleship apollo,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
them and us,Them and Us,8.97,15.03,22.03,13.08,0.0,0.0
a boy and his blob,A Boy and His Blob,9.65,11.03,17.66,13.42,0.0,0.0
koewotayorini,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
survival driver,Survival Driver,0.0,0.0,0.0,0.0,0.0,0.0
etherium,Etherium,0.0,0.0,0.0,0.0,0.0,0.0
disney epic mickey the power of two,Epic Mickey 2: The Power of Two,8.71,14.21,29.96,11.68,11.17,0.0
not my car battle royale,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
formata,Formata,0.0,0.0,9.0,9.0,0.0,0.0
randomlands,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
max gentlemen,Max Gentlemen,0.25,0.27,0.78,0.31,0.0,0.0
code9,Code Vein,26.34,35.33,62.82,35.36,41.17,0.0
riddle of the sphinx the awakening enhanced edition,Riddle of the Sphinx: The Awakening,0.0,0.0,10.25,10.25,0.0,0.0
conan the mighty pig,Conan the Mighty Pig,2.17,3.34,6.17,2.99,0.0,0.0
survival fountain of youth,Survival: Fountain of Youth,0.0,45.85,72.91,66.22,0,0.0
krosmaster arena,Krosmaster Arena,0.0,0.0,0.0,0.0,0,0.0
fantasy blacksmith,Fantasy Blacksmith,0.0,14.88,27.08,23.74,0,0.0
dust to the end,Dust to the End,8.68,0.0,80.87,44.78,0,0.0
puzzle pirates dark seas,Puzzle Pirates: Dark Seas,0.0,0.0,0.0,0.0,0,0.0
endless,Endless,0.0,0.0,0.0,0.0,0,0.0
jelly brawl classic,Jelly Brawl: Classic,0.0,0.0,0.0,0.0,0,0.0
hlne est dans mon entre,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
dungeon keeper gold,Dungeon Keeper: Gold Edition,20.57,20.72,34.37,21.97,0,0.0
cubemen,Cubemen,7.38,8.57,24.73,11.88,0,13.0
sound slide,Sound Slide,0.0,0.0,0.0,0.0,0,0.0
king arthur i the roleplaying wargame,King Arthur's Gold,2.81,0.0,201.0,36.94,0,0.0
goblocks mpossible medley,GoBlock's Impossible Medley,0.0,0.0,0.0,0.0,0,0.0
necrodome,Necrodome,0.0,0.0,16.25,16.25,0,0.0
botology,Botology,0.0,0.0,0.0,0.0,0,0.0
air brawl,Air Brawl,0.0,0.0,0.0,0.0,0,3.05
nascar heat,Nascar Heat 3,11.67,77.42,0.0,42.75,0,0.0
darkness within n pursuit of loath nolder,Darkness Within: In Pursuit of Loath Nolder,7.61,9.18,11.36,8.99,0,0.0
microsoft flight simulator 0,Microsoft Flight Simulator 2024,72.66,0.0,0.0,72.66,0,0.0
the purring quest,The Purring Quest,1.54,2.82,3.06,2.7,0,0.0
nuc after the blast,Anuchard,7.29,9.13,9.89,9.04,0,0.0
xiangsheng simulator,Xiangsheng Simulator,0.0,0.0,0.0,0.0,0,0.0
deus ex breach,Deus Ex: Breach,0.0,14.16,26.25,18.19,0,0.0
the blackwell legacy,The Blackwell Legacy,2.9,3.35,4.57,3.22,0,0.0
way walkers university,Way Walkers: University,0.0,0.0,0.0,0.0,0,0.0
the misadventures of pb winterbottom,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
scars of summer,Scars of Summer,0.0,0.0,16.0,16.0,0,0.0
railway sagaland king,Railway Saga:Land King,0.0,0.0,0.0,0.0,0,0.0
galgun double peace,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
warhammer 0000 shootas blood and teef,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
una ad astra,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
jesus christ rpg trilogy,Jesus Christ RPG Trilogy,1.78,5.94,5.96,3.73,0,0.0
unbound worlds apart,Unbound: Worlds Apart,5.9,7.99,10.18,8.14,0,0.0
nova lands,Nova Lands,19.29,25.58,26.88,24.93,0,0.0
timewalk tower defense,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
cerebral clash,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
silt,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
phantom tentacle,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
draugen,Draugen,2.97,3.47,4.53,3.34,0,0.0
raw data,Raw Data,5.44,9.64,17.09,6.39,0,0.0
interplanetary enhanced edition,Interplanetary,3.2,9.0,0.0,3.72,0,0.0
saurian,Saurian,2.0,0.0,0.0,2.0,0,0.0
dashpunch,N/A - No Match,0.0,0.0,0.0,0.0,0,0.0
kung fu strike the warriors rise,Kung Fu Strike: The Warrior's Rise,4.4,9.4,12.8,6.26,0,0.0
omg zombies,OMG Zombies!,0.0,7.34,7.53,7.34,0,0.0
unrailed back on track,Unrailed 2: Back on Track,8.44,9.0,0.0,8.81,0,0.0
paper bride zangling illage,Paper Bride 2: Zangling Village,3.94,0.0,7.48,5.68,0,0.0
a game of thrones genesis,A Game of Thrones: Genesis,10.2,19.27,61.51,20.65,0,0.0
summer of,Kingdom Eighties,5.69,7.51,15.98,7.77,0,0.0
alien shooter conscription,Alien Shooter 2: Conscription,2.19,3.05,4.56,2.57,0,0.0
one deck dungeon,One Deck Dungeon,8.0,14.93,124.65,21.68,0.0,0.0
distant worlds universe,Distant Worlds: Universe,6.44,0.0,0.0,6.44,0.0,0.0
absolute drift,Absolute Drift,2.69,4.64,8.94,5.06,0.0,0.0
lets revolution,Let's! Revolution!,2.24,8.12,12.67,7.76,0.0,0.0
level zero extraction,Level Zero: Extraction,0.0,0.0,0.0,0.0,0.0,3.7
poop clicker,Poop Clicker,1.0,10.0,105.42,45.92,0.0,0.0
painkiller overdose,Painkiller: Overdose,6.08,8.63,11.81,7.12,0.0,0.0
divided we fall play for free,Divided We Fall,0.0,0.0,0.0,0.0,0.0,0.0
9 years of shadows,9 Years of Shadows,6.91,9.01,9.94,9.21,0.0,0.0
kingdom eighties,Kingdom Eighties,5.69,7.51,15.98,7.77,0.0,0.0
cossacks european wars,Cossacks: European Wars,29.6,30.0,45.62,35.62,0.0,0.0
river city super sports challenge all stars special,River City: Super Sports Challenge - All Stars Special,0.0,0.0,0.0,0.0,0.0,0.0
only for gamers,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
bot ice,Bot Vice,2.83,5.8,9.61,4.28,0.0,0.0
dragon r,Dragon's Dogma: Dark Arisen,32.64,52.96,113.06,51.23,0.0,0.0
ziggurat,Ziggurat,4.14,13.63,42.63,8.73,0.0,0.0
piratopia,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
revolt,Revolt,0.0,0.0,0.0,0.0,0.0,0.0
secret government,Secret Government,0.0,0.0,0.0,0.0,0.0,0.0
red eclipse,Red Eclipse,0.0,0.0,0.0,0.0,0.0,0.0
trackmania turbo,TrackMania Turbo,12.45,35.22,118.68,42.06,16.0,16.51
warhammer 0000 deathwatch enhanced edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
dirge,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
rockshot,RockShot,0.0,0.0,0.0,0.0,0.0,0.0
heroes tactics,Heroes Tactics,0.0,0.0,0.0,0.0,0.0,0.0
interplanetary,Interplanetary,3.2,9.0,0.0,3.72,0.0,0.0
the anacrusis,The Anacrusis,3.87,4.0,6.04,4.52,5.0,0.0
when the past was around,When The Past Was Around,1.74,1.99,2.02,1.9,0.0,0.0
nash racing,Nash Racing,0.0,0.0,0.0,0.0,0.0,0.0
gray matter,Gray Matter,11.77,13.03,14.3,13.01,0.0,0.0
black home,Black Home,3.0,3.42,6.79,3.95,0.0,0.0
star ocean the divine force,Star Ocean: The Divine Force,31.22,47.05,83.81,40.95,0.0,0.0
kitaria fables,Kitaria Fables,16.96,20.43,27.74,24.73,27.0,0.0
golfing over t with alva majo,Golfing Over It with Alva Majo,2.47,3.15,3.84,2.77,0.0,0.0
ohmicide,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
superfight,Superfighters Deluxe,0.0,0.0,0.0,0.0,0.0,0.0
legends of dionysos,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
chariot,Chariot,12.76,30.0,36.86,19.6,0.0,0.0
bzzzt,Bzzzt,2.5,4.32,8.42,3.95,0.0,0.0
little kite,Little Kite,2.17,2.48,2.83,2.38,0.0,0.0
machiavillain,MachiaVillain,39.0,0.0,0.0,39.0,0.0,0.0
broken pieces,Broken Pieces,7.45,9.56,12.51,9.49,0.0,0.0
angry ideo game nerd adventures,Angry Video Game Nerd Adventures,3.06,3.94,4.18,3.27,0.0,0.0
russiaphobia,Russiaphobia,0.53,0.77,1.12,0.77,0.0,0.0
conflict denied ops,Conflict: Denied Ops,6.01,11.13,0.0,6.24,0.0,0.0
quickerflak,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
act of aggression reboot edition,Act of Aggression,12.26,0.0,0.0,12.26,0.0,0.0
industry manager future technologies,Industry Manager: Future Technologies,0.0,0.0,42.83,42.83,0.0,0.0
deadly rain,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
galaxy admirals,Galaxy Admirals,0.0,0.0,0.0,0.0,0.0,0.0
live wallpaper master,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
those who remain,Those Who Remain,5.62,6.67,12.93,6.48,0.0,0
the light remake,In Rays of the Light,1.99,2.45,2.9,2.16,0.0,0
adrft,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
the suicide of rachel foster,The Suicide of Rachel Foster,3.54,3.89,4.31,3.9,0.0,0
metal unit,Metal Unit,7.16,7.68,28.07,9.09,0.0,0
miasma chronicles,Miasma Chronicles,21.19,26.88,29.56,26.59,0.0,0
not the robots,Not The Robots,2.3,5.0,14.28,8.1,0.0,0
winter novel,Winter Novel,0.92,0.0,0.98,0.98,0.0,0
clatter,Clatter,0.0,0.0,0.0,0.0,0.0,0
pink heaven,Pink Heaven,0.23,0.37,0.99,0.36,0.0,0
dangerous lands,Dangerous Lands,0.0,0.0,0.0,0.0,0.0,0
true or false,True or False,0.0,0.58,1.04,0.96,0.0,0
wheels of duty,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
dwarves and dungeons,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
diggles the myth of fenris,Diggles: The Myth of Fenris,0.0,32.25,0.0,32.25,0.0,0
pandora first contact,Pandora: First Contact,30.0,0.0,0.0,30.0,0.0,0
wanderlust rebirth,Wanderlust: Rebirth,4.5,8.1,0.0,7.3,0.0,0
anvil,Anvil Saga,7.74,14.0,0.0,9.1,0.0,0
age of gladiators,Age of Gladiators,12.23,15.99,36.36,18.81,0.0,0
shonen dle z,Shonen Idle Z,0.0,7.7,230.35,81.92,0.0,0
vrally,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
world legends,The Secret World,37.75,225.54,546.04,218.29,708.59,0
marauder,Marauder,0.0,0.0,0.0,0.0,0.0,0
sonder,Sonder,0.66,0.72,1.03,0.71,0.69,0
arctico,Arctico,4.0,5.04,7.5,4.91,0.0,0
occult,Occult,0.0,0.0,20.48,20.48,0.0,0
surmount,Surmount,0.0,0.0,0.0,0.0,0.0,0
project zero deaths,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
darkout,Darkout,0.0,0.0,25.67,25.67,0.0,0
the last tinker city of colors,The Last Tinker: City of Colors,6.36,7.79,11.08,8.29,0.0,0
berserk and the band of the hawk,Berserk and the Band of the Hawk,15.7,22.04,72.18,22.06,0.0,0
go go nippon my first trip to japan,Go! Go! Nippon! ~My First Trip to Japan~,2.94,3.6,6.0,3.82,0.0,0
project screwed,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0
wesprau senki,Wesprau Senki,0.0,0.0,0.0,0.0,0.0,0
touhou monster td,Touhou Monster TD,11.98,28.0,0.0,14.13,0.0,0
the night fisherman,The Night Fisherman,0.11,0.15,0.18,0.13,0.0,0
tribal pass,Tribal Pass,0.82,1.8,2.32,1.3,0.0,0
second samurai,The Second Samurai,1.3,0.0,0.0,1.3,0.0,0
merchant,Merchant,12.57,0.0,0.0,12.57,0.0,0
bomjman,Bomjman,5.46,5.92,7.67,5.85,0.0,0
shadow complex remastered,Shadow Complex,5.17,7.69,11.34,7.26,0.0,0
the dragoness command of the flame,The Dragoness: Command of the Flame,0.0,0.0,0.0,0.0,0.0,0
operation body count,Operation Body Count,3.36,0.0,4.25,3.95,0.0,0
block tower td,Block Tower TD,0.0,0.0,0.0,0.0,0.0,0
nunholy,Nunholy,3.88,4.94,5.37,4.72,0.0,0
left n the dark no one on board,Left in the Dark: No One on Board,2.36,2.59,2.79,2.56,0.0,0
affected zone tactics,Affected Zone Tactics,0.0,0.0,0.0,0.0,0.0,0
dwarves glory death and loot,"Dwarves: Glory, Death and Loot",2.77,0.0,0.0,2.77,0.0,0
rebirth online,Rebirth Online,0.0,0.0,0.0,0.0,0.0,0
midas adventure,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
astrea sixsided oracles,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
impossible creatures steam edition,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
frisky business,Frisky Business,2.23,4.23,5.0,3.86,0.0,0.0
b00x auto dungeon rpg,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
creature clicker capture train ascend,Creature Clicker,157.23,0.0,214.64,194.94,0.0,0.0
flotilla,Flotilla,1.98,0.0,5.0,2.76,0.0,0.0
metal reaper online,Metal Reaper Online,0.0,0.0,0.0,0.0,0.0,0.0
crimson snow 0,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
mind,Mindustry,20.12,40.87,41.56,32.86,37.61,273.68
mercenary skirmish,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
vampire the masquerade coteries of new york,Vampire: The Masquerade - Coteries of New York,5.71,7.02,11.18,7.21,0.0,0.0
bardbarian,Bardbarian,5.73,6.63,9.68,7.66,0.0,0.0
battlestick,BattleStick,0.0,0.0,0.0,0.0,0.0,0.0
ravensword shadowlands,Ravensword: Shadowlands,6.06,7.5,9.25,7.21,0.0,0.0
kinetic oid,Kinetic Void,0.0,0.0,0.0,0.0,0.0,0.0
polterheist,Polterheist,0.0,0.0,0.0,0.0,0.0,0.0
story of seasons friends of mineral town,Story of Seasons: Friends of Mineral Town,30.58,80.85,188.95,62.23,0.0,0.0
carmageddon max pack,Carmageddon: Max Pack,16.0,19.68,27.1,20.45,0.0,0.0
ace academy,ACE Academy,8.67,14.33,18.61,12.3,0.0,0.0
a dump n the dark,A Dump in the Dark,0.0,0.0,0.0,0.0,0.0,0.0
air strike,Airstrike HD,2.29,2.83,4.84,3.59,0.0,0.0
fantasy girl,Fantasy Girl,0.0,0.0,0.22,0.22,0.0,0.0
pas,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
pacman museum,Dead Space,12.08,16.02,29.86,15.36,0.0,0.0
no lights,No Lights,0.0,0.0,0.0,0.0,0.0,0.0
battle ranch pigs s plants,Battle Ranch,5.21,9.11,0.0,7.01,0.0,0.0
wrestling empire,Wrestling Empire,7.5,54.5,0.0,16.58,0.0,0.0
zup zero,Zup! Zero,0.97,0.9,1.01,1.0,0.0,0.0
ys i the ark of napishtim,Ys VI: The Ark of Napishtim,12.34,13.0,20.5,13.2,0.0,0.0
versus squad,Versus Squad,0.0,0.0,53.13,53.13,0.0,0.0
soul gambler,Soul Gambler,1.07,2.01,3.72,2.22,0.0,0.0
kinoko,Kinoko,0.32,0.31,0.34,0.32,0.0,0.0
mega man 0 dive offline,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
shufflepuck cantina deluxe,Shufflepuck Cantina Deluxe,0.0,20.99,38.5,23.36,0.0,0.0
keyboard killers,Keyboard Killers,1.5,5.06,5.5,4.76,0.0,0.0
zortch,Zortch,3.56,5.26,7.51,4.47,0.0,0.0
age of wonders shadow magic,Age of Wonders: Shadow Magic,33.12,63.93,81.67,46.82,0.0,0.0
sullen light s your friend,Sullen : Light is Your Friend,0.0,0.0,0.0,0.0,0.0,0.0
cyber manhunt new world the hacking simulator,Cyber Manhunt,7.8,12.45,27.13,13.78,0.0,0.0
violet bricks,N/A - No Match,0.0,0.0,0.0,0.0,0.0,0.0
sonic the hedgehog episode i,Sonic the Hedgehog 4: Episode 1,2.56,3.75,6.85,3.43,0.0,0.0
curse of mermos,Curse of Mermos,2.57,0.0,0.0,2.57,0.0,0.0
penguins arena sednas world,Penguins Arena: Sedna's World,0.76,0.0,4.55,3.91,0.0,0.25
freedom planet,Freedom Planet,4.77,9.29,22.05,5.95,0.0,0.0
